URI	ITEM	TRANSLIT	SEARCH	TRANSLATION	CLASSIFIERS	COMMENT
ii963	nad̲j̲rān	nad̲j̲rān	najran	NaN	TOP	no comment
ii970	awadh	awadh	awadh	NaN	TOP	no comment
ii1158	tiflis	tiflis	tiflis	NaN	TOP	no comment
ii2451	karāmāt	karāmāt	karamat	NaN	REL,TRM	no comment
ii1374	fayṣal	fayṣal	faysal	NaN	NAM	no comment
ii2265	al-sulamī	al-sulamī	al-sulami	NaN	PER	no comment
ii90	ibn al-at̲h̲īr	ibn al-at̲h̲īr	ibn al-athir	NaN	PER	no comment
ii297	balk̲h̲	balk̲h̲	balkh	NaN	TOP	no comment
ii218831	nahr dud̲j̲ayl	nahr dud̲j̲ayl	nahr dujayl	NaN	TOP	no comment
ii1420	ibn mād̲j̲a	ibn mād̲j̲a	ibn maja	NaN	PER	no comment
ii1081	east india company	east india company	east india company	NaN	GRP	no comment
ii287	dīnārs	dīnārs	dinars	NaN	TRM	no comment
ii218814	nahr muʿallā	nahr muʿallā	nahr mualla	NaN	TOP	no comment
ii3517	napoleon	napoleon	napoleon	NaN	PER	no comment
ii1094	ibāḍīs	ibāḍīs	ibadis	NaN	GRP	no comment
ii567	ribāṭ	ribāṭ	ribat	NaN	TRM	no comment
ii5998	yaʿḳūb b. layt̲h̲	yaʿḳūb b. layt̲h̲	yakub b. layth	NaN	PER	no comment
ii11573	ʿalī kemāl	ʿalī kemāl	ali kemal	NaN	PER	no comment
ii1394	old testament	old testament	old testament	NaN	BOK	no comment
ii73227	nahr t̲h̲awra	nahr t̲h̲awra	nahr thawra	NaN	TOP	no comment
ii2559	crusade	crusade	crusade	NaN	MIL,REL,TRM	no comment
ii218855	nahr al-ḳallāʾīn	nahr al-ḳallāʾīn	nahr al-kallain	NaN	TOP	no comment
ii35216	ʿabd al-k̲h̲āliḳ	ʿabd al-k̲h̲āliḳ	abd al-khalik	NaN	NAM	no comment
ii2177	ḥamā	ḥamā	hama	NaN	TOP	no comment
ii325	kābul	kābul	kabul	NaN	TOP	no comment
ii218837	nahr darānī	nahr darānī	nahr darani	NaN	TOP	no comment
ii1452	al-zubayr	al-zubayr	al-zubayr	NaN	PER	no comment
ii3773	irbil	irbil	irbil	NaN	TOP	no comment
ii1198	farsak̲h̲s	farsak̲h̲s	farsakhs	NaN	TRM	no comment
ii218841	nahr būḳ	nahr būḳ	nahr buk	NaN	TOP	no comment
ii323	d̲j̲umādā i	d̲j̲umādā i	jumada i	NaN	TRM	no comment
ii933	ḥawrān	ḥawrān	hawran	NaN	TOP	no comment
ii218849	nahr al-ṭīb	nahr al-ṭīb	nahr al-tib	NaN	TOP	no comment
ii1370	western europe	western europe	western europe	NaN	TOP	no comment
ii1246	muṣallā	muṣallā	musalla	NaN	REL,TRM	no comment
ii519	nad̲j̲af	nad̲j̲af	najaf	NaN	REL,TOP	no comment
ii1007	k̲h̲ārid̲j̲īs	k̲h̲ārid̲j̲īs	kharijis	NaN	GRP	no comment
ii218779	nahr ḏj̲aʿfar	nahr ḏj̲aʿfar	nahr jafar	NaN	TOP	no comment
ii1360	abu ’l-ḳāsim	abu ’l-ḳāsim	abu l-kasim	NaN	NAM	no comment
ii457	ibn k̲h̲urradād̲h̲bih	ibn k̲h̲urradād̲h̲bih	ibn khurradadhbih	NaN	PER	no comment
ii47635	abū yaʿlā al-mawṣilī	abū yaʿlā al-mawṣilī	abu yala al-mawsili	NaN	PER	no comment
ii1461	mag̲h̲āzī	mag̲h̲āzī	maghazi	NaN	TRM	no comment
ii6352	tad̲h̲kirat al-s̲h̲uʿarāʾ	tad̲h̲kirat al-s̲h̲uʿarāʾ	tadhkirat al-shuara	NaN	BOK	no comment
ii218777	nahr ḏj̲illiḳ	nahr ḏj̲illiḳ	nahr jillik	NaN	TOP	no comment
ii1038	ʿabd allāh b. al-zubayr	ʿabd allāh b. al-zubayr	abd allah b. al-zubayr	NaN	PER	no comment
ii3427	zindīḳ	zindīḳ	zindik	NaN	REL,TRM	no comment
ii4462	ibn ḥad̲j̲ar al-haytamī	ibn ḥad̲j̲ar al-haytamī	ibn hajar al-haytami	NaN	PER	no comment
ii375	tanẓīmāt	tanẓīmāt	tanzimat	NaN	TRM	no comment
ii1325	maʿārif	maʿārif	maarif	NaN	BOK,TRM	no comment
ii738	valencia	valencia	valencia	NaN	TOP	no comment
ii1949	ẓāhiriyya	ẓāhiriyya	zahiriyya	NaN	GRP	no comment
ii58	ramaḍān	ramaḍān	ramadan	NaN	TRM	no comment
ii13920	chapel hill	chapel hill	chapel hill	NaN	TOP	no comment
ii1590	euclid	euclid	euclid	NaN	PER	no comment
ii339	italy	italy	italy	NaN	TOP	no comment
ii1755	christ	christ	christ	NaN	PER	no comment
ii1372	banū	banū	banu	NaN	TRM	no comment
ii3970	aegean sea	aegean sea	aegean sea	NaN	TOP	no comment
ii2016	tarsus	tarsus	tarsus	NaN	TOP	no comment
ii201	ag̲h̲ānī	ag̲h̲ānī	aghani	NaN	BOK,TRM	no comment
ii622	kāmil	kāmil	kamil	NaN	TRM	no comment
ii2567	al-hamad̲h̲ānī	al-hamad̲h̲ānī	al-hamadhani	NaN	NAM,PER	no comment
ii14834	hapsburgs	hapsburgs	hapsburgs	NaN	DYN,GRP	no comment
ii145	sand̲j̲aḳ	sand̲j̲aḳ	sanjak	NaN	TRM	no comment
ii2190	naṣīr al-dīn ṭūsī	naṣīr al-dīn ṭūsī	nasir al-din tusi	NaN	PER	no comment
ii15072	kābulistān	kābulistān	kabulistan	NaN	TOP	no comment
ii674	muḥammad ʿabduh	muḥammad ʿabduh	muhammad abduh	NaN	PER	no comment
ii1757	mad̲h̲āhib	mad̲h̲āhib	madhahib	NaN	TRM	no comment
ii99	al-andalus	al-andalus	al-andalus	NaN	TOP	no comment
ii4112	achaemenids	achaemenids	achaemenids	NaN	DYN,GRP,TOP	no comment
ii2014	hebron	hebron	hebron	NaN	TOP	no comment
ii863	rumeli	rumeli	rumeli	NaN	TOP	no comment
ii4498	ibn muyassar	ibn muyassar	ibn muyassar	NaN	PER	no comment
ii516	g̲h̲aznawid	g̲h̲aznawid	ghaznawid	NaN	DYN,GRP	no comment
ii1366	zāb	zāb	zab	NaN	TOP	no comment
ii1537	d̲j̲alāl al-dīn rūmī	d̲j̲alāl al-dīn rūmī	jalal al-din rumi	NaN	PER	no comment
ii210	ewliyā čelebi	ewliyā čelebi	ewliya celebi	NaN	PER	no comment
ii4465	socrates	socrates	socrates	NaN	PER	no comment
ii3703	ʿabd al-raḥmān b. ʿawf	ʿabd al-raḥmān b. ʿawf	abd al-rahman b. awf	NaN	PER	no comment
ii218790	nahr yāg̲h̲rā	nahr yāg̲h̲rā	nahr yaghra	NaN	TOP	no comment
ii454	firdawsī	firdawsī	firdawsi	NaN	PER	no comment
ii112	byzantines	byzantines	byzantines	NaN	GRP,TOP	no comment
ii218882	nahr al-kurr	nahr al-kurr	nahr al-kurr	NaN	TOP	no comment
ii452	ḳayrawān	ḳayrawān	kayrawan	NaN	TOP	no comment
ii469	mālikīs	mālikīs	malikis	NaN	GRP,REL	no comment
ii1135	fitna	fitna	fitna	NaN	TRM	no comment
ii1199	casablanca	casablanca	casablanca	NaN	TOP	no comment
ii3980	spain	spain	spain	NaN	TOP	no comment
ii580	dāʿī	dāʿī	dai	NaN	TRM	no comment
ii873	manāḳib	manāḳib	manakib	NaN	TRM	no comment
ii1863	k̲h̲amsa	k̲h̲amsa	khamsa	NaN	TRM	no comment
ii5640	muslim b. al-walīd	muslim b. al-walīd	muslim b. al-walid	NaN	PER	no comment
ii349885	nahr runda	nahr runda	nahr runda	NaN	TOP	no comment
ii3764	āl suʿūd	āl suʿūd	al suud	NaN	DYN,GRP	no comment
ii5145	sald̲j̲ūḳ anatolia	sald̲j̲ūḳ anatolia	saljuk anatolia	NaN	DYN,TOP	no comment
ii314	crusaders	crusaders	crusaders	NaN	GRP,MIL,POL,REL	no comment
ii224	ṣafawids	ṣafawids	safawids	NaN	DYN,GRP	no comment
ii10102	sahl b. hārūn	sahl b. hārūn	sahl b. harun	NaN	PER	no comment
ii229	janissaries	janissaries	janissaries	NaN	GRP	no comment
ii16	mecca	mecca	mecca	NaN	TOP	no comment
ii2	cairo	cairo	cairo	NaN	TOP	no comment
ii1034	thrace	thrace	thrace	NaN	TOP	no comment
ii2243	ʿabd al-raḥmān i	ʿabd al-raḥmān i	abd al-rahman i	NaN	PER	no comment
ii3566	s̲h̲arḥ nahd̲j̲ al-balāg̲h̲a	s̲h̲arḥ nahd̲j̲ al-balāg̲h̲a	sharh nahj al-balagha	NaN	BOK,LIT,REL	no comment
ii962	ʿālim	ʿālim	alim	NaN	TRM	no comment
ii711	nāṣir al-dīn s̲h̲āh	nāṣir al-dīn s̲h̲āh	nasir al-din shah	NaN	PER	no comment
ii44	mag̲h̲rib	mag̲h̲rib	maghrib	NaN	TOP,TRM	no comment
ii218826	nahr g̲h̲arrāf/s̲h̲aṭṭ al-hayy	nahr g̲h̲arrāf/s̲h̲aṭṭ al-hayy	nahr gharraf/shatt al-hayy	NaN	TOP	no comment
ii667	germany	germany	germany	NaN	TOP	no comment
ii1029	daylam	daylam	daylam	NaN	TOP	no comment
ii1228	g̲h̲ūrids	g̲h̲ūrids	ghurids	NaN	GRP	no comment
ii73237	nahr al-zuṭṭ	nahr al-zuṭṭ	nahr al-zutt	NaN	TOP	no comment
ii576	ḥāfiẓ	ḥāfiẓ	hafiz	NaN	TRM	no comment
ii1249	transjordan	transjordan	transjordan	NaN	TOP	no comment
ii1785	yamāma	yamāma	yamama	NaN	TOP	no comment
ii167	al-d̲j̲āḥiẓ	al-d̲j̲āḥiẓ	al-jahiz	NaN	PER	no comment
ii31250	aligarh college	aligarh college	aligarh college	NaN	TOP	no comment
ii782	galen	galen	galen	NaN	MED,PER	no comment
ii218822	nahr karzīn	nahr karzīn	nahr karzin	NaN	TOP	no comment
ii1118	copts	copts	copts	NaN	ETN,GRP,REL	no comment
ii4209	escorial	escorial	escorial	NaN	TOP	no comment
ii1332	ibn bassām	ibn bassām	ibn bassam	NaN	PER	no comment
ii234	mas̲h̲had	mas̲h̲had	mashhad	NaN	TOP	no comment
ii1016	amīr al-umarāʾ	amīr al-umarāʾ	amir al-umara	NaN	TRM	no comment
ii834	serbia	serbia	serbia	NaN	TOP	no comment
ii2292	marwānids	marwānids	marwanids	NaN	DYN,GRP	no comment
ii3394	ḳirāʾa	ḳirāʾa	kiraa	NaN	TRM	no comment
ii2182	ibn al-anbārī	ibn al-anbārī	ibn al-anbari	NaN	PER	no comment
ii465	s̲h̲ayk̲h̲s	s̲h̲ayk̲h̲s	shaykhs	NaN	SOC,TRM	no comment
ii563	nöldeke	nöldeke	noldeke	NaN	PER	no comment
ii766	volga	volga	volga	NaN	TOP	no comment
ii1522	raʾīs	raʾīs	rais	NaN	TRM	no comment
ii1573	barthold	barthold	barthold	NaN	PER	no comment
ii11387	nationalism	nationalism	nationalism	NaN	GRP,POL	no comment
ii105	ṣafar	ṣafar	safar	NaN	TRM	no comment
ii785	kās̲h̲ān	kās̲h̲ān	kashan	NaN	TOP	no comment
ii3786	ibn zaydūn	ibn zaydūn	ibn zaydun	NaN	PER	no comment
ii48	s̲h̲ayk̲h̲	s̲h̲ayk̲h̲	shaykh	NaN	SOC,TRM	no comment
ii1629	naṣīr al-dīn al-ṭūsī	naṣīr al-dīn al-ṭūsī	nasir al-din al-tusi	NaN	PER	no comment
ii1166	ibn al-abbār	ibn al-abbār	ibn al-abbar	NaN	PER	no comment
ii31320	ṭalāʾiʿ b. ruzzīḳ	ṭalāʾiʿ b. ruzzīḳ	talai b. ruzzik	NaN	PER	no comment
ii1872	gabès	gabès	gabes	NaN	TOP	no comment
ii246	al-buk̲h̲ārī	al-buk̲h̲ārī	al-bukhari	NaN	PER	no comment
ii99216	nahr abī fuṭrus	nahr abī fuṭrus	nahr abi futrus	NaN	TOP	no comment
ii868	al-k̲h̲wārazmī	al-k̲h̲wārazmī	al-khwarazmi	NaN	PER	no comment
ii147	sald̲j̲ūḳs	sald̲j̲ūḳs	saljuks	NaN	DYN,GRP	no comment
ii2440	duʿāʾ	duʿāʾ	dua	NaN	REL,TRM	no comment
ii182	s̲h̲īʿīs	s̲h̲īʿīs	shiis	NaN	GRP,REL	no comment
ii1121	almeria	almeria	almeria	NaN	TOP	no comment
ii1760	ibn ḥabīb	ibn ḥabīb	ibn habib	NaN	PER	no comment
ii4194	ʿikrima	ʿikrima	ikrima	NaN	NAM	no comment
ii2095	ʿabd al-razzāḳ	ʿabd al-razzāḳ	abd al-razzak	NaN	NAM	no comment
ii2029	fahrasa	fahrasa	fahrasa	NaN	TRM	no comment
ii1010	al-k̲h̲alīl	al-k̲h̲alīl	al-khalil	NaN	PER	no comment
ii113583	al-dunyā wa’l-dīn	al-dunyā wa’l-dīn	al-dunya wal-din	NaN	TRM	no comment
ii4206	yūsuf b. tās̲h̲fīn	yūsuf b. tās̲h̲fīn	yusuf b. tashfin	NaN	PER	no comment
ii1182	s̲h̲iʿr	s̲h̲iʿr	shir	NaN	TRM	no comment
ii5066	marxism	marxism	marxism	NaN	GRP,POL	no comment
ii2012	assassins	assassins	assassins	NaN	GRP	no comment
ii3486	ismāʿīl i	ismāʿīl i	ismail i	NaN	PER	no comment
ii4081	naṣr b. sayyār	naṣr b. sayyār	nasr b. sayyar	NaN	PER	no comment
ii1844	muʾad̲h̲d̲h̲in	muʾad̲h̲d̲h̲in	muadhdhin	NaN	REL,TRM	no comment
ii259	ṭarīḳa	ṭarīḳa	tarika	NaN	TRM	no comment
ii2028	bonaparte	bonaparte	bonaparte	NaN	PER	no comment
ii1351	manisa	manisa	manisa	NaN	TOP	no comment
ii218776	nahr ḥaṣbānī	nahr ḥaṣbānī	nahr hasbani	NaN	TOP	no comment
ii33039	nahr al-d̲h̲ahab	nahr al-d̲h̲ahab	nahr al-dhahab	NaN	TOP	no comment
ii186	middle east	middle east	middle east	NaN	TOP	no comment
ii402	ḥād̲j̲d̲j̲ī k̲h̲alīfa	ḥād̲j̲d̲j̲ī k̲h̲alīfa	hajji khalifa	NaN	PER	no comment
ii1935	kas̲h̲f	kas̲h̲f	kashf	NaN	TRM	no comment
ii14605	abu ’l-ʿanbas	abu ’l-ʿanbas	abu l-anbas	NaN	PER	no comment
ii3815	uppsala	uppsala	uppsala	NaN	TOP	no comment
ii1605	malacca	malacca	malacca	NaN	TOP	no comment
ii840	muḥtasib	muḥtasib	muhtasib	NaN	TRM	no comment
ii218813	nahr mīnyo	nahr mīnyo	nahr minyo	NaN	TOP	no comment
ii2136	ḳāsim	ḳāsim	kasim	NaN	NAM	no comment
ii47651	abū d̲h̲aḳan	abū d̲h̲aḳan	abu dhakan	NaN	PER	no comment
ii209	byzantium	byzantium	byzantium	NaN	TOP	no comment
ii681	muṣṭafā	muṣṭafā	mustafa	NaN	PER	no comment
ii1423	muʿtazilism	muʿtazilism	mutazilism	NaN	GRP,REL	no comment
ii1335	palmyra	palmyra	palmyra	NaN	TOP	no comment
ii1533	malaga	malaga	malaga	NaN	TOP	no comment
ii1704	ʿabd al-wahhāb	ʿabd al-wahhāb	abd al-wahhab	NaN	NAM	no comment
ii3880	wāʿiẓ	wāʿiẓ	waiz	NaN	REL,TRM	no comment
ii280	ḥad̲j̲d̲j̲	ḥad̲j̲d̲j̲	hajj	NaN	REL,TRM	no comment
ii1833	ʿalī b. ʿīsā	ʿalī b. ʿīsā	ali b. isa	NaN	PER	no comment
ii14951	bāb al-baṣra	bāb al-baṣra	bab al-basra	NaN	TOP	no comment
ii218815	nahr mnīn	nahr mnīn	nahr mnin	NaN	TOP	no comment
ii625	maḳāmāt	maḳāmāt	makamat	NaN	TRM	no comment
ii1050	futuwwa	futuwwa	futuwwa	NaN	TRM	no comment
ii3830	charlemagne	charlemagne	charlemagne	NaN	PER	no comment
ii104	s̲h̲awwāl	s̲h̲awwāl	shawwal	NaN	TRM	no comment
ii1770	muhād̲j̲irūn	muhād̲j̲irūn	muhajirun	NaN	GRP	no comment
ii5987	prussia	prussia	prussia	NaN	TOP	no comment
ii522	ibn k̲h̲allikān	ibn k̲h̲allikān	ibn khallikan	NaN	PER	no comment
ii388	al-rāzī	al-rāzī	al-razi	NaN	PER	no comment
ii418	al-kindī	al-kindī	al-kindi	NaN	PER	no comment
ii3921	al-nad̲j̲ās̲h̲ī	al-nad̲j̲ās̲h̲ī	al-najashi	NaN	PER	no comment
ii1879	al-ak̲h̲ṭal	al-ak̲h̲ṭal	al-akhtal	NaN	PER	no comment
ii3771	victoria	victoria	victoria	NaN	NAM	no comment
ii2245	ṣafawid persia	ṣafawid persia	safawid persia	NaN	GRP,POL,TOP	no comment
ii73242	nahr al-d̲h̲iʾb	nahr al-d̲h̲iʾb	nahr al-dhib	NaN	TOP	no comment
ii3526	sālnāme	sālnāme	salname	NaN	BOK,TRM	no comment
ii1642	ḥukm	ḥukm	hukm	NaN	TRM	no comment
ii2124	dār al-ḥarb	dār al-ḥarb	dar al-harb	NaN	TRM	no comment
ii775	farg̲h̲āna	farg̲h̲āna	farghana	NaN	TOP	no comment
ii431	turkestan	turkestan	turkestan	NaN	TOP	no comment
ii218808	nahr sad̲j̲ūr	nahr sad̲j̲ūr	nahr sajur	NaN	TOP	no comment
ii211	ḥaydarābād	ḥaydarābād	haydarabad	NaN	TOP	no comment
ii635	ʿabbās	ʿabbās	abbas	NaN	PER	no comment
ii218810	nahr ratīn	nahr ratīn	nahr ratin	NaN	TOP	no comment
ii14640	emperor basil ii	emperor basil ii	emperor basil ii	NaN	PER	no comment
ii3832	mīr ʿalī s̲h̲īr nawāʾī	mīr ʿalī s̲h̲īr nawāʾī	mir ali shir nawai	NaN	PER	no comment
ii842	bey	bey	bey	NaN	TRM	no comment
ii1584	furūʿ	furūʿ	furu	NaN	TRM	no comment
ii4271	central europe	central europe	central europe	NaN	TOP	no comment
ii450	ḥanbalīs	ḥanbalīs	hanbalis	NaN	GRP,REL	no comment
ii951	al-ṭūsī	al-ṭūsī	al-tusi	NaN	PER	no comment
ii761	al-ḏj̲āḥiẓ	al-ḏj̲āḥiẓ	al-jahiz	NaN	PER	no comment
ii34830	j. van ess	j. van ess	j. van ess	NaN	PER	no comment
ii2207	maḥmūd pas̲h̲a	maḥmūd pas̲h̲a	mahmud pasha	NaN	PER	no comment
ii682	īwān	īwān	iwan	NaN	TRM	no comment
ii2076	d̲j̲urd̲j̲ān	d̲j̲urd̲j̲ān	jurjan	NaN	TOP	no comment
ii3487	al-s̲h̲ād̲h̲ilī	al-s̲h̲ād̲h̲ilī	al-shadhili	NaN	PER	no comment
ii905	k̲h̲aṭīb	k̲h̲aṭīb	khatib	NaN	TRM	no comment
ii2315	abū isḥāḳ	abū isḥāḳ	abu ishak	NaN	PER	no comment
ii578	ʿalids	ʿalids	alids	NaN	GRP	no comment
ii228	bursa	bursa	bursa	NaN	TOP	no comment
ii54	baṣra	baṣra	basra	NaN	TOP	no comment
ii3223	ahl al-kitāb	ahl al-kitāb	ahl al-kitab	NaN	REL,TRM	no comment
ii1375	nud̲j̲ūm	nud̲j̲ūm	nujum	NaN	TRM	no comment
ii954	saʿd al-dīn	saʿd al-dīn	sad al-din	NaN	PER	no comment
ii1886	ḥassān b. t̲h̲ābit	ḥassān b. t̲h̲ābit	hassan b. thabit	NaN	PER	no comment
ii218782	nahr ʿāmm	nahr ʿāmm	nahr amm	NaN	TOP	no comment
ii1956	s̲h̲araf-nāma	s̲h̲araf-nāma	sharaf-nama	NaN	BOK	no comment
ii218827	nahr d̲j̲ālūt	nahr d̲j̲ālūt	nahr jalut	NaN	TOP	no comment
ii504	masʿūd	masʿūd	masud	NaN	PER	no comment
ii218778	nahr ḏj̲idg̲h̲il	nahr ḏj̲idg̲h̲il	nahr jidghil	NaN	TOP	no comment
ii1865	hūlāgū	hūlāgū	hulagu	NaN	PER	no comment
ii4507	ibn al-dawādārī	ibn al-dawādārī	ibn al-dawadari	NaN	PER	no comment
ii2165	bahāʾ al-dawla	bahāʾ al-dawla	baha al-dawla	NaN	PER	no comment
ii344	almoravids	almoravids	almoravids	NaN	DYN,GRP	no comment
ii475	yazīd	yazīd	yazid	NaN	NAM,PER	no comment
ii930	badak̲h̲s̲h̲ān	badak̲h̲s̲h̲ān	badakhshan	NaN	TOP	no comment
ii3469	al-yaman	al-yaman	al-yaman	NaN	TOP	no comment
ii1464	america	america	america	NaN	TOP	no comment
ii1719	ibn al-ḏj̲awzī	ibn al-ḏj̲awzī	ibn al-jawzi	NaN	PER,REL	no comment
ii1968	wellhausen	wellhausen	wellhausen	NaN	PER	no comment
ii4180	ghana	ghana	ghana	NaN	TOP	no comment
ii564	crete	crete	crete	NaN	TOP	no comment
ii1975	al-mustaʿīn	al-mustaʿīn	al-mustain	NaN	PER	no comment
ii13	london	london	london	NaN	TOP	no comment
ii13923	bosnians	bosnians	bosnians	NaN	ETN,GRP,TOP	no comment
ii1961	baroda	baroda	baroda	NaN	TOP	no comment
ii218770	nahr ḳurāḳis	nahr ḳurāḳis	nahr kurakis	NaN	TOP	no comment
ii2352	g̲h̲aznavids	g̲h̲aznavids	ghaznavids	NaN	DYN,GRP	no comment
ii901	s̲h̲āh ismāʿīl	s̲h̲āh ismāʿīl	shah ismail	NaN	PER	no comment
ii218862	nahr al-yahūd	nahr al-yahūd	nahr al-yahud	NaN	TOP	no comment
ii73236	nahr al-ḥusayniyya	nahr al-ḥusayniyya	nahr al-husayniyya	NaN	TOP	no comment
ii3694	kas̲h̲f al-maḥd̲j̲ūb	kas̲h̲f al-maḥd̲j̲ūb	kashf al-mahjub	NaN	BOK	no comment
ii698	sāsānids	sāsānids	sasanids	NaN	GRP	no comment
ii14698	sayyid d̲j̲amāl al-dīn	sayyid d̲j̲amāl al-dīn	sayyid jamal al-din	NaN	PER	no comment
ii113657	ak̲h̲bār al-fuḳahāʾ	ak̲h̲bār al-fuḳahāʾ	akhbar al-fukaha	NaN	BOK,LAW,REL	no comment
ii1951	heraclius	heraclius	heraclius	NaN	PER	no comment
ii783	d̲j̲und	d̲j̲und	jund	NaN	MIL,POL,TRM	no comment
ii3947	persepolis	persepolis	persepolis	NaN	TOP	no comment
ii309	bābur	bābur	babur	NaN	NAM,PER	no comment
ii1730	al-ḥakam ii	al-ḥakam ii	al-hakam ii	NaN	PER	no comment
ii1617	zīrids	zīrids	zirids	NaN	DYN,GRP	no comment
ii1424	ibn ʿabd al-ḥakam	ibn ʿabd al-ḥakam	ibn abd al-hakam	NaN	PER	no comment
ii6351	tahd̲h̲īb al-tahd̲h̲īb	tahd̲h̲īb al-tahd̲h̲īb	tahdhib al-tahdhib	NaN	BOK	no comment
ii1530	sāmarrāʾ	sāmarrāʾ	samarra	NaN	TOP	no comment
ii3504	wāw	wāw	waw	NaN	TRM	no comment
ii593	indus	indus	indus	NaN	TOP	no comment
ii122	tunisia	tunisia	tunisia	NaN	TOP	no comment
ii1668	k̲h̲azar	k̲h̲azar	khazar	NaN	GRP	no comment
ii2206	ahlwardt	ahlwardt	ahlwardt	NaN	PER	no comment
ii1944	timbuktu	timbuktu	timbuktu	NaN	TOP	no comment
ii568	abū nuwās	abū nuwās	abu nuwas	NaN	PER	no comment
ii218845	nahr baznā	nahr baznā	nahr bazna	NaN	TOP	no comment
ii756	ʿalāʾ al-dīn	ʿalāʾ al-dīn	ala al-din	NaN	PER	no comment
ii1842	lisbon	lisbon	lisbon	NaN	TOP	no comment
ii2218	central arabia	central arabia	central arabia	NaN	TOP	no comment
ii1911	zaynab	zaynab	zaynab	NaN	NAM	no comment
ii575	sāmarrā	sāmarrā	samarra	NaN	TOP	no comment
ii290	awrangzīb	awrangzīb	awrangzib	NaN	NAM,PER	no comment
ii2233	maronites	maronites	maronites	NaN	GRP,REL	no comment
ii911	al-d̲j̲azīra	al-d̲j̲azīra	al-jazira	NaN	TOP	no comment
ii946	barbary	barbary	barbary	NaN	TOP	no comment
ii301	nīs̲h̲āpūr	nīs̲h̲āpūr	nishapur	NaN	TOP	no comment
ii541	hamadān	hamadān	hamadan	NaN	TOP	no comment
ii2121	far east	far east	far east	NaN	TOP	no comment
ii1134	ibn al-zubayr	ibn al-zubayr	ibn al-zubayr	NaN	PER	no comment
ii4407	rustāḳ	rustāḳ	rustak	NaN	TOP,TRM	no comment
ii4116	west	west	west	NaN	CUL,TOP	no comment
ii58933	nahr al-ṣaḳāliba	nahr al-ṣaḳāliba	nahr al-sakaliba	NaN	TOP	no comment
ii1402	k̲h̲ālid	k̲h̲ālid	khalid	NaN	NAM	no comment
ii218805	nahr sand̲j̲a	nahr sand̲j̲a	nahr sanja	NaN	TOP	no comment
ii3697	mirʾāt al-zamān	mirʾāt al-zamān	mirat al-zaman	NaN	BOK	no comment
ii1469	fatwās	fatwās	fatwas	NaN	TRM	no comment
ii1154	d̲j̲alāl al-dīn	d̲j̲alāl al-dīn	jalal al-din	NaN	NAM	no comment
ii9892	bayt al-maḳdis	bayt al-maḳdis	bayt al-makdis	NaN	TOP	no comment
ii629	ḳaṣīdas	ḳaṣīdas	kasidas	NaN	TRM	no comment
ii1107	zoroastrians	zoroastrians	zoroastrians	NaN	GRP,REL	no comment
ii4091	s̲h̲īʿites	s̲h̲īʿites	shiites	NaN	GRP,REL	no comment
ii132	ibn baṭṭūṭa	ibn baṭṭūṭa	ibn battuta	NaN	PER	no comment
ii2555	michael	michael	michael	NaN	NAM	no comment
ii808	ḳiyās	ḳiyās	kiyas	NaN	TRM	no comment
ii1489	sībawayh	sībawayh	sibawayh	NaN	PER	no comment
ii35234	ʿabd al-ḥalīm	ʿabd al-ḥalīm	abd al-halim	NaN	NAM	no comment
ii3485	maʿarrat al-nuʿmān	maʿarrat al-nuʿmān	maarrat al-numan	NaN	TOP	no comment
ii1515	muḥammad ʿalī pas̲h̲a	muḥammad ʿalī pas̲h̲a	muhammad ali pasha	NaN	PER	no comment
ii703	ibn ʿarabī	ibn ʿarabī	ibn arabi	NaN	PER	no comment
ii810	al-hamdānī	al-hamdānī	al-hamdani	NaN	PER	no comment
ii109	al-manṣūr	al-manṣūr	al-mansur	NaN	PER	no comment
ii650	saʿdī	saʿdī	sadi	NaN	PER	no comment
ii1069	ʿarūḍ	ʿarūḍ	arud	NaN	TRM	no comment
ii13976	g̲h̲uluww	g̲h̲uluww	ghuluww	NaN	REL,TRM	no comment
ii244	al-mahdī	al-mahdī	al-mahdi	NaN	PER	no comment
ii1195	pliny	pliny	pliny	NaN	PER	no comment
ii1471	ẓafar-nāma	ẓafar-nāma	zafar-nama	NaN	BOK	no comment
ii218832	nahr diyālā	nahr diyālā	nahr diyala	NaN	TOP	no comment
ii3901	al-āmidī	al-āmidī	al-amidi	NaN	PER	no comment
ii34714	al-zayyāt	al-zayyāt	al-zayyat	NaN	ECN,NAM,PER,SOC	no comment
ii2400	manichaeans	manichaeans	manichaeans	NaN	GRP,REL	no comment
ii3836	maḳālāt al-islāmiyyīn	maḳālāt al-islāmiyyīn	makalat al-islamiyyin	NaN	BOK	no comment
ii2552	ṭāʾif	ṭāʾif	taif	NaN	TOP	no comment
ii583	venetians	venetians	venetians	NaN	GRP	no comment
ii3690	bilād al-sūdān	bilād al-sūdān	bilad al-sudan	NaN	TOP	no comment
ii15048	south china	south china	south china	NaN	TOP	no comment
ii30938	louis xvi	louis xvi	louis xvi	NaN	PER	no comment
ii1002	nāṣir al-dīn	nāṣir al-dīn	nasir al-din	NaN	PER	no comment
ii2446	ḵh̲wārizm	ḵh̲wārizm	khwarizm	NaN	TOP	no comment
ii1594	indian muslims	indian muslims	indian muslims	NaN	GRP,REL,TOP	no comment
ii1197	ibn ḥayyān	ibn ḥayyān	ibn hayyan	NaN	PER	no comment
